english	telugu
దేశానికి సేవ చేసేందుకు తమ పిల్లలను సైన్యంలోకి పంపుతున్న తల్లిదండ్రులను చూసి గర్వపడుతున్నా.	"""I am also proud of their parents who have sent their children to serve the nation by joining the armed forces."
అన్ని మాల్స్, షాపులు మూసివేయాలి.	All the malls and stores were shut.
కాళ్ళకు రక్త ప్రసరణ సరిగ్గా లేకపోవడంవల్ల పుండ్లు రావచ్చు, పరిస్థితి తీవ్రంగా మారిన కేసుల్లో అలా పుండ్లు అయిన కాళ్ళను ఆపరేషన్‌ చేసి తీసివేయవలసి ఉంటుంది.	Poor blood supply to the feet can lead to ulcers, which in severe cases require amputation of the affected limb.
ఇండియా లెజెండ్స్ బౌలర్లలో ఇర్ఫాన్ పఠాన్(2/28), మునాఫ్ పటేల్(2/30) రెండేసి వికెట్లు తీయగా యూసఫ్ పఠాన్ (3/28) మూడు వికెట్లు పడగొట్టాడు	For India, off-spinner Yusuf Pathan (3/28) took the most wickets while pacers Irfan and Munaf Patel two wickets each
విషయంలో తేడావున్నా పట్టించుకున్నట్టు కనిపించటం లేదు.	There does not seem to be any difference.
చికిత్స నిమిత్ .	For treatment
నేనైతే నీ కృపయందు నమి్మక యుంచి యున్నాను నీ రక్షణవిషయమై నా హృదయము హర్షించుచున్నదియెహోవా	But I have trusted in thy mercy. my heart shall rejoice in thy salvation.
చొక్కాలు ఏమిటి?	What are shackets?
దాని నుంచి ఎలా బయటపడ్డాడు?	How did he come out of it?
Castes and Tribes of Southern India-Edgar Thurdston and Rangachaary,1909 2.శ్రీ మత్ భాగవతము,శ్రీ విష్ణు పురాణము-వేదవ్యాసుడు,పరాశరుడు 3.	Castes and Tribes of South India by E Thurston, Volume 4, 1909).
ఈ ఘటనపై బాధితురాలి తల్లిదండ్రులు పోలీసులకు ఫిర్యాదు చేశారు.	The parents of the victim lodged a complaint with the police.
అండకోశము అండాశయము ఉచ్చము నాలుగు గదులు.	Clovers can have more than four leaves.
‘అతని జన్యు విశ్లేషణలో కరోనా కొత్త రకం వైరస్‌ కనిపించింది.	"""The new strain of the coronavirus was detected during his genetic analysis."
థ‌గ్స్ ఆఫ్ హిందుస్థాన్, 102 నాటౌట్, బ్ర‌హ్మాస్త్ర చిత్రాల్లో న‌టిస్తున్నారు.	He is working in Thugs Of Hindostan, Brahmastra as well as 102 Not Out.
ఈ ప్యాకు చర్మ రంద్రాలను తెరుచుకోలాగా చేస్తుంది.	This makes your skin pores get opened up.
ఇది పేదింటి బడ్జెట్ అన్నారు.	This is a pro-poor budget.
ోజుల వయస్సున్న పిల్లలు కూడా ఉన్నారు.	There are children also.
ఆయ‌న స‌భికుల ను ఉద్దేశించి ఒక స‌మావేశ మందిరం లో మాట్లాడే త‌ర‌హా లో సంభాషించనున్నారు.	He will interact with the gathering in a townhall style format.
ఈ సినిమా మొత్తానికి విడుదల తేదిని ఖరారు చేసింది.	The release date of the movie has been pushed.
కోవిందుడే ప్రథమ పౌరుడు	First Citizen
ఈ మ్యాచ్‌లో భారత్ ఫెవ రేట్‌గా ఉంది.	India are firmly on top in the match.
అర్హ‌త‌: క‌నీసం 60% మార్కుల‌తో కెమిస్ట్రీ, ఫిజిక్స్‌, మ్యాథ‌మేటిక్స్‌, జియాల‌జీ స‌బ్జెక్టులతో బీఎస్సీ ఉత్తీర్ణ‌త‌.	The candidate should have scored at least 60% marks in each of the Physics, Chemistry, and Mathematics / Biology subjects.
నిన్నేమన్నా నేను ఉద్యోగం చెయ్యమని తరిమానా?	Do I take up a job?
"""బమ్మయ్యన్నా!"	Abe naaaaa!
బుల్లెట్ గాయాలతో ఒకరు మరణించారని స్పష్టం చేసింది.	One person died of bullet injuries.
